Name,Province,Climate_ID,Station_ID,Latitude,Longitude,Elevation
FORT_RESOLUTION,NORTHWEST_TERRITORIES,2201998,1653,61.17,-113.67,158.5
FORT_RESOLUTION_A,NORTHWEST_TERRITORIES,2202000,1654,61.18,-113.69,160.3
FORT_RESOLUTION_A,NORTHWEST_TERRITORIES,2202001,53324,61.18,-113.69,160.6
FORT_RESOLUTION_A,NORTHWEST_TERRITORIES,2202010,53322,61.18,-113.69,160.6
FORT_SIMPSON,NORTHWEST_TERRITORIES,2202100,1655,61.87,-121.35,131.7
FORT_SIMPSON_A,NORTHWEST_TERRITORIES,2202101,1656,61.76,-121.24,169.2
FORT_SIMPSON_CLIMATE,NORTHWEST_TERRITORIES,2202102,41944,61.76,-121.24,168
FORT_SIMPSON_A,NORTHWEST_TERRITORIES,2202103,52780,61.76,-121.24,169.5
FORT_SIMPSON_A,NORTHWEST_TERRITORIES,2202104,54159,61.76,-121.24,169.5
FORT_SIMPSON_CDA,NORTHWEST_TERRITORIES,2202110,1657,61.87,-121.35,131.1
FORT_SIMPSON,NORTHWEST_TERRITORIES,2202115,27609,61.76,-121.24,169.2
FORT_SMITH,NORTHWEST_TERRITORIES,2202196,1658,60,-111.93,182.9
FORT_SMITH,NORTHWEST_TERRITORIES,2202198,1659,60,-111.87,207.3
FORT_SMITH_A,NORTHWEST_TERRITORIES,2202200,1660,60.02,-111.96,205.13
FORT_SMITH_A,NORTHWEST_TERRITORIES,2202201,53119,60.02,-111.96,205.1
FORT_SMITH_CLIMATE,NORTHWEST_TERRITORIES,2202202,41884,60.03,-111.93,203
FORT_SMITH_A,NORTHWEST_TERRITORIES,2202203,54218,60.02,-111.96,205.1
FRANK_CHANNEL,NORTHWEST_TERRITORIES,2202250,1661,62.78,-115.95,160
HALDANE_RIVER,NORTHWEST_TERRITORIES,2202349,26868,67.07,-121.1,242.5
HANBURY_RIVER,NORTHWEST_TERRITORIES,2202351,10897,63.6,-105.13,317.4
HART_LAKE,NORTHWEST_TERRITORIES,2202360,1662,60.85,-116.63,252.4
HAY_RIVER,NORTHWEST_TERRITORIES,2202398,1663,60.85,-115.95,161.2
HAY_RIVER_A,NORTHWEST_TERRITORIES,2202400,1664,60.84,-115.78,164.9
HAY_RIVER_A,NORTHWEST_TERRITORIES,2202401,52600,60.84,-115.78,164.9
HAY_RIVER_CLIMATE,NORTHWEST_TERRITORIES,2202402,41885,60.84,-115.78,164
HAY_RIVER_A,NORTHWEST_TERRITORIES,2202403,54140,60.84,-115.78,164.9
HAY_RIVER_PARADISE_GDNS,NORTHWEST_TERRITORIES,2202405,1665,60.65,-116,213.4
HORN_PLATEAU,NORTHWEST_TERRITORIES,2202516,1666,62.13,-118.12,746.8
HORN_RIVER,NORTHWEST_TERRITORIES,2202518,1667,61.5,-118.03,152.4
HORTON_RIVER,NORTHWEST_TERRITORIES,2202520,1668,70.03,-126.96,164.2
INDIN_RIVER,NORTHWEST_TERRITORIES,2202552,10757,64.39,-115.02,304.7
INNER_WHALEBACKS,NORTHWEST_TERRITORIES,2202560,10209,61.92,-113.73,165.2
INUVIK_CR10,NORTHWEST_TERRITORIES,2202569,27222,68.3,-133.48,68
INUVIK_A,NORTHWEST_TERRITORIES,2202570,1669,68.3,-133.48,67.7
INUVIK_A,NORTHWEST_TERRITORIES,2202571,51477,68.3,-133.48,67.7
INUVIK_AWOS_A,NORTHWEST_TERRITORIES,2202575,31470,68.3,-133.48,67.67
INUVIK_CLIMATE,NORTHWEST_TERRITORIES,2202578,41883,68.32,-133.52,103
INUVIK_CDA,NORTHWEST_TERRITORIES,2202580,1670,68.3,-133.48,67.1
INUVIK_UA,NORTHWEST_TERRITORIES,2202582,8938,68.32,-133.52,103.2
JEAN_MARIE,NORTHWEST_TERRITORIES,2202640,27794,61.35,-120.78,227.27
KEATS_POINT,NORTHWEST_TERRITORIES,2202663,10825,69.67,-121.67,330.2
WHATI,NORTHWEST_TERRITORIES,2202678,1674,63.13,-117.24,271.3
LIARD_TOWER,NORTHWEST_TERRITORIES,2202683,1676,60.3,-123.52,827.5
LUTSELK'E_A,NORTHWEST_TERRITORIES,2202687,53510,62.42,-110.68,178.6
LUTSELK'E_A,NORTHWEST_TERRITORIES,2202690,53508,62.42,-110.68,178.6
LYNX_LAKE,NORTHWEST_TERRITORIES,22026Q5,1672,62.47,-106.88,1183
NAHANNI_BUTTE,NORTHWEST_TERRITORIES,2202723,1677,61.08,-123.38,1371.6
NAHANNI_VALLEY,NORTHWEST_TERRITORIES,2202727,1678,61.05,-123.37,213.4
NICHOLSON_PENINSULA,NORTHWEST_TERRITORIES,2202750,1679,69.93,-128.97,88.7
NICHOLSON_PENINSULA_2,NORTHWEST_TERRITORIES,2202751,54758,69.92,-128.97,87.9
NICHOLSON_PENINSULA_1,NORTHWEST_TERRITORIES,2202754,10846,69.92,-128.97,90.7
NORMAN_WELLS_A,NORTHWEST_TERRITORIES,2202800,1680,65.28,-126.8,72.54
NORMAN_WELLS_A,NORTHWEST_TERRITORIES,2202801,50717,65.28,-126.8,72.5
NORMAN_WELLS_SITE_1,NORTHWEST_TERRITORIES,2202805,1681,65.28,-126.83,57.9
NORMAN_WELLS_SITE_2,NORTHWEST_TERRITORIES,2202806,1682,65.28,-126.83,63.4
NORMAN_WELLS_SITE_3,NORTHWEST_TERRITORIES,2202807,1683,65.27,-126.7,61
NORMAN_WELLS_SITE_4,NORTHWEST_TERRITORIES,2202808,1684,65.27,-126.7,61
NORMAN_WELLS_CLIMATE,NORTHWEST_TERRITORIES,2202810,43004,65.29,-126.75,93.6
PAULATUK_A,NORTHWEST_TERRITORIES,2203055,53420,69.36,-124.08,4.6
PAULATUK_A,NORTHWEST_TERRITORIES,2203056,53418,69.36,-124.08,4.6
PAULATUK_A,NORTHWEST_TERRITORIES,2203057,1685,69.36,-124.08,4.57
PAULATUK,NORTHWEST_TERRITORIES,2203058,26986,69.36,-124.08,6.3
PEARCE_POINT,NORTHWEST_TERRITORIES,2203080,1686,69.82,-122.7,48.8
PELLY_ISLAND,NORTHWEST_TERRITORIES,2203095,10091,69.63,-135.44,17
PINE_POINT,NORTHWEST_TERRITORIES,2203100,1687,60.83,-114.47,237.7
PINE_POINT,NORTHWEST_TERRITORIES,2203101,1688,60.87,-114.37,224
PORTER_LAKE,NORTHWEST_TERRITORIES,2203283,1689,61.7,-108,364.8
PORT_RADIUM,NORTHWEST_TERRITORIES,2203300,1690,66.08,-118.03,191.4
PORT_RADIUM_(AUT),NORTHWEST_TERRITORIES,2203305,8944,66.08,-117.93,438
POWDER_LAKE,NORTHWEST_TERRITORIES,2203315,10931,61.97,-108.62,485
QAVVIK_LAKE,NORTHWEST_TERRITORIES,2203341,27889,68.25,-122.1,548
RABBIT_KETTLE,NORTHWEST_TERRITORIES,2203342,26895,61.96,-127.21,618
GAMETI,NORTHWEST_TERRITORIES,2203359,10926,64.11,-117.33,221
RAE_LAKES,NORTHWEST_TERRITORIES,2203360,1691,64.12,-117.35,213.4
GAMETI_AIRPORT,NORTHWEST_TERRITORIES,2203361,27798,64.12,-117.31,220.4
GAMETI_A,NORTHWEST_TERRITORIES,2203362,51886,64.12,-117.31,220.7
GAMETI_A,NORTHWEST_TERRITORIES,2203365,52966,64.12,-117.31,220.7
RAMPART_RIVER,NORTHWEST_TERRITORIES,2203390,26833,65.95,-130.47,154.5
ST_CHARLES_CREEK,NORTHWEST_TERRITORIES,2203656,26896,64.78,-124.22,341
SANS_SAULT_RAPIDS,NORTHWEST_TERRITORIES,2203675,1693,65.67,-128.82,63.4
SNARE_RAPIDS,NORTHWEST_TERRITORIES,2203700,1694,63.52,-116,241
SNOWDRIFT,NORTHWEST_TERRITORIES,2203750,1695,62.4,-110.73,176.8
TSICHU_RIVER,NORTHWEST_TERRITORIES,2203891,1696,63.3,-129.82,1264.9
TSU_LAKE,NORTHWEST_TERRITORIES,2203892,1697,60.68,-111.87,213.4
TUKTOYAKTUK,NORTHWEST_TERRITORIES,2203900,1698,69.47,-132.98,
TUKTOYAKTUK,NORTHWEST_TERRITORIES,2203910,1699,69.45,-133,18.3
TUKTOYAKTUK_A,NORTHWEST_TERRITORIES,2203911,53582,69.43,-133.03,4.3
TUKTOYAKTUK_A,NORTHWEST_TERRITORIES,2203912,1700,69.43,-133.03,4.27
TUKTOYAKTUK_A,NORTHWEST_TERRITORIES,2203913,53581,69.43,-133.03,4.3
TUKTOYAKTUK,NORTHWEST_TERRITORIES,2203914,26987,69.43,-133.02,4.6
TUKTUT_NOGAIT,NORTHWEST_TERRITORIES,2203918,27626,69.2,-122.36,551.6
TUNDRA_MINE,NORTHWEST_TERRITORIES,2203920,1701,64.03,-111.17,470.9
TUNGSTEN,NORTHWEST_TERRITORIES,2203922,1702,61.95,-128.25,1143
TUNUNUK,NORTHWEST_TERRITORIES,2203925,1703,69.02,-134.68,48.8
TWIN_GORGES,NORTHWEST_TERRITORIES,2203933,1704,60.25,-111.8,237.7
VIRGINIA_FALLS,NORTHWEST_TERRITORIES,2203943,8947,61.63,-125.8,609.6
WEKWEETI_A,NORTHWEST_TERRITORIES,2203980,50721,64.19,-114.08,368.2
WRIGLEY_A,NORTHWEST_TERRITORIES,2204000,1705,63.21,-123.44,149.7
WRIGLEY_A,NORTHWEST_TERRITORIES,2204001,53600,63.21,-123.44,149.7
WRIGLEY_A,NORTHWEST_TERRITORIES,2204005,53601,63.21,-123.44,149.7
YELLOWKNIFE_A,NORTHWEST_TERRITORIES,2204100,1706,62.46,-114.44,205.7
YELLOWKNIFE_A,NORTHWEST_TERRITORIES,2204101,51058,62.46,-114.44,205.7
YELLOWKNIFE_AIRPORT,NORTHWEST_TERRITORIES,2204108,55358,62.47,-114.45,205
YELLOWKNIFE-HENDERSON,NORTHWEST_TERRITORIES,2204110,45467,62.45,-114.38,200
YELLOWKNIFE_CS,NORTHWEST_TERRITORIES,2204155,27338,62.47,-114.45,210
YELLOWKNIFE_HYDRO,NORTHWEST_TERRITORIES,2204200,1707,62.67,-114.25,159.4
YOHIN,NORTHWEST_TERRITORIES,2204300,1635,61.24,-123.74,204
LIVERPOOL_BAY,NORTHWEST_TERRITORIES,220B68C,10823,69.6,-130.91,101.9
LITTLE_CHICAGO,NORTHWEST_TERRITORIES,220B6Q3,10760,67.18,-130.23,62.5
LITTLE_DOCTOR_LAKE,NORTHWEST_TERRITORIES,220BFH3,1621,61.9,-123.25,215.8
TUKTOYAKTUK_1,NORTHWEST_TERRITORIES,220C9JK,10845,69.44,-133,17.3
SAMBAA_K'E,NORTHWEST_TERRITORIES,220CQHR,10880,60.44,-121.24,498
MARIAN_LAKE_TOWER,NORTHWEST_TERRITORIES,220K68F,1622,63.07,-116.88,294.7
GREAT_SLAVE_LAKE_BUOY,NORTHWEST_TERRITORIES,220KLML,10886,61.18,-115.32,156.3
LUTSELK'E_A,NORTHWEST_TERRITORIES,220L001,27797,62.42,-110.68,178.6
LUTSELK'E_CS,NORTHWEST_TERRITORIES,220L002,29451,62.42,-110.69,178.9
GRAY_LAKE,NORTHWEST_TERRITORIES,220LBQK,10929,61.92,-108.43,451.1
STORM_HILLS,NORTHWEST_TERRITORIES,220LQJJ,10824,68.91,-133.94,261.4
EKATI_A,NORTHWEST_TERRITORIES,220N001,27240,64.7,-110.61,468.2
LINDBURG_LANDING,NORTHWEST_TERRITORIES,220N003,27608,61.13,-122.85,183
LOWER_CARP_LAKE,NORTHWEST_TERRITORIES,220N004,27610,63.6,-113.86,373.4
TRAIL_VALLEY,NORTHWEST_TERRITORIES,220N005,27620,68.75,-133.5,85
ARVIAT_AWOS,NUNAVUT,2300426,47427,61.1,-94.07,10.4
ARVIAT_A,NUNAVUT,2300427,50557,61.09,-94.07,10.4
ARVIAT_A,NUNAVUT,2300428,50718,61.09,-94.07,10.4
BAKER_LAKE_A,NUNAVUT,2300500,1709,64.3,-96.08,18.6
BAKER_LAKE_CLIMATE,NUNAVUT,2300501,42583,64.32,-96,50.8
BAKER_LAKE_A,NUNAVUT,2300503,51417,64.3,-96.08,18.6
BAKER_LAKE_A,NUNAVUT,2300504,54138,64.3,-96.08,18.6
BATHURST_INLET,NUNAVUT,2300550,1628,66.83,-108.02,13.4
BATHURST_INLET,NUNAVUT,2300551,50657,66.84,-108.01,5
BERNARD_HARBOUR,NUNAVUT,2300555,1630,68.78,-114.83,64.6
BERNARD_HARBOUR,NUNAVUT,2300556,54778,68.76,-114.94,61.5
CAPE_PEEL,NUNAVUT,2300680,1634,69.05,-107.32,58.5
CHESTERFIELD,NUNAVUT,2300700,1710,63.33,-90.72,6.4
CHESTERFIELD_INLET_A,NUNAVUT,2300701,51998,63.35,-90.73,9.8
CHESTERFIELD_INLET,NUNAVUT,2300705,1711,63.75,-91.83,14.6
CHESTERFIELD_INLET_A,NUNAVUT,2300707,1712,63.35,-90.73,9.8
CHESTERFIELD_INLET_A,NUNAVUT,2300710,52968,63.35,-90.73,9.8
CLINTON_POINT,NUNAVUT,2300750,1637,69.58,-120.8,100.6
CONTWOYTO_LAKE,NUNAVUT,2300850,1639,65.48,-110.37,451.4
COPPERMINE,NUNAVUT,2300900,1640,67.83,-115.12,9.1
KUGLUKTUK_A,NUNAVUT,2300902,1641,67.82,-115.14,22.6
KUGLUKTUK_A,NUNAVUT,2300903,53335,67.82,-115.14,22.6
KUGLUKTUK_CLIMATE,NUNAVUT,2300904,43003,67.82,-115.14,22.6
KUGLUKTUK_A,NUNAVUT,2300905,54158,67.82,-115.14,22.6
ARVIAT_A,NUNAVUT,2300MKF,1708,61.1,-94.07,10.4
BACK_RIVER_(AUT),NUNAVUT,2300MQM,10723,66.09,-96.51,61
CORAL_HARBOUR_A,NUNAVUT,2301000,1713,64.19,-83.36,62.2
CORAL_HARBOUR_A,NUNAVUT,2301002,53421,64.19,-83.36,62.2
CORAL_HARBOUR_A,NUNAVUT,2301004,54220,64.19,-83.36,62.2
CORAL_HARBOUR_RCS,NUNAVUT,2301010,47347,64.18,-83.35,57
ELLICE_RIVER_(AUT),NUNAVUT,2301094,10895,67.72,-104.47,42
ENNADAI_LAKE,NUNAVUT,2301100,1714,61.13,-100.9,324.6
ENNADAI_LAKE_(AUT),NUNAVUT,2301102,7341,61.13,-100.88,353.1
ARVIAT_CLIMATE,NUNAVUT,2301153,41576,61.1,-94.07,9.8
BROWN_RIVER,NUNAVUT,2301331,10971,66.03,-91.83,150
GJOA_HAVEN_A,NUNAVUT,2302335,1715,68.64,-95.85,46.9
GJOA_HAVEN_A,NUNAVUT,2302336,51082,68.64,-95.85,46.9
GJOA_HAVEN_A,NUNAVUT,2302337,51079,68.64,-95.85,46.9
GJOA_HAVEN_AWOS_A,NUNAVUT,2302338,31268,68.64,-95.85,46.94
GJOA_HAVEN_CLIMATE,NUNAVUT,2302340,41943,68.64,-95.85,42.3
HARDING_RIVER,NUNAVUT,2302353,10827,68.84,-117,89.7
HAT_ISLAND,NUNAVUT,2302370,1716,68.32,-100.09,36.1
HUDSON_BAY_SITE_1,NUNAVUT,2302530,7344,58.5,-87.17,21
HUDSON_BAY_SITE_2,NUNAVUT,2302531,7345,58.5,-86.78,21
HUDSON_BAY_SITE_3,NUNAVUT,2302532,7346,58.02,-84.3,21
JENNY_LIND_ISLAND,NUNAVUT,2302649,10829,68.75,-101.85,78.5
JENNY_LIND_ISLAND_A,NUNAVUT,2302650,1717,68.65,-101.73,18.3
LADY_FRANKLIN_POINT_A,NUNAVUT,2302680,1675,68.5,-113.22,15.9
LUPIN_(AUT),NUNAVUT,2302685,8941,65.77,-111.23,499.6
LUPIN_A,NUNAVUT,23026HN,1671,65.76,-111.25,490.1
PELLY_BAY,NUNAVUT,2303090,1718,68.43,-89.72,325.8
KUGAARUK_A,NUNAVUT,2303091,53515,68.54,-89.81,15.5
KUGAARUK_A,NUNAVUT,2303092,1719,68.54,-89.8,15.54
PELLY_BAY,NUNAVUT,2303093,10847,68.44,-89.73,324.45
KUGAARUK_CLIMATE,NUNAVUT,2303094,43006,68.54,-89.8,15.8
KUGAARUK_A,NUNAVUT,2303095,53518,68.54,-89.81,15.5
RANKIN_INLET,NUNAVUT,2303400,1720,62.8,-92.07,30.5
RANKIN_INLET_A,NUNAVUT,2303401,1721,62.82,-92.12,32.31
RANKIN_INLET_ARTC,NUNAVUT,2303403,1722,62.82,-92.08,13.7
RANKIN_INLET_A,NUNAVUT,2303405,51277,62.81,-92.11,32.3
ROBERTSON_LAKE_(AUT),NUNAVUT,2303610,7337,65.1,-102.43,243.7
ROSS_POINT,NUNAVUT,2303616,1692,68.58,-111.1,148.7
SANIKILUAQ_A,NUNAVUT,2303660,53336,56.54,-79.25,33.5
SANIKILUAQ_A,NUNAVUT,2303666,53337,56.54,-79.25,33.5
SANIKILUAQ_A,NUNAVUT,2303667,8274,56.54,-79.25,33.53
SANIKILUAQ,NUNAVUT,2303668,52658,56.54,-79.26,34
SHEPHERD_BAY_A,NUNAVUT,2303685,1723,68.82,-93.43,42.7
SIMPSON_LAKE,NUNAVUT,2303693,10833,68.6,-91.95,282.5
SIMPSON_LAKE,NUNAVUT,2303694,1724,68.6,-92.02,371.2
STURT_POINT,NUNAVUT,2303830,1725,68.78,-103.35,19.5
STURT_POINT_NORTH,NUNAVUT,2303831,10832,68.97,-103.77,106
WHALE_COVE,NUNAVUT,2303985,1726,62.18,-92.6,6.1
WHALE_COVE_A,NUNAVUT,2303986,1727,62.24,-92.6,12.19
WHALE_COVE_A,NUNAVUT,2303987,51443,62.24,-92.6,12.2
WHALE_COVE_A,NUNAVUT,2303990,52984,62.24,-92.6,12.2
YATHKYED_LAKE_(AUT),NUNAVUT,2304058,10803,62.71,-98.29,148.2
MALLOCH_DOME_(AUT),NUNAVUT,230BF86,7338,78.22,-101.05,12
CROKER_RIVER,NUNAVUT,230J01Q,10826,69.28,-119.22,69.4
DUBAWNT_LAKE_(AUT),NUNAVUT,230J048,10802,63.23,-101.76,237.4
GJOA_HAVEN,NUNAVUT,230KLLM,10830,68.66,-95.87,51.1
LUPIN_CS,NUNAVUT,230N002,27376,65.76,-111.25,488
ALERT,NUNAVUT,2400300,1731,82.52,-62.28,30.48
ALERT_A,NUNAVUT,2400302,7559,82.52,-62.28,30.5
ALERT_BASE_(AUT),NUNAVUT,2400304,7350,82.5,-62.37,92
ALERT_CLIMATE,NUNAVUT,2400305,42463,82.5,-62.33,65.4
ALERT_UA,NUNAVUT,2400306,10744,82.5,-62.33,65.4
ARCTIC_BAY,NUNAVUT,2400399,48973,73.01,-85.05,21.95
ARCTIC_BAY,NUNAVUT,2400400,1732,73.03,-85.15,11.3
ARCTIC_BAY_A,NUNAVUT,2400401,50497,73.01,-85.05,21.9
ARCTIC_BAY_A,NUNAVUT,2400402,49328,73.01,-85.05,21.95
ARCTIC_BAY_CS,NUNAVUT,2400404,29517,72.99,-85.01,10
BATHURST_ISLAND,NUNAVUT,2400552,1733,75.72,-98.42,3
BLACK_TOP_RIDGE_(AUT),NUNAVUT,2400559,7351,80,-85.42,619
BRAY_ISLAND,NUNAVUT,2400560,1734,69.22,-77.25,17.7
BRAY_ISLAND,NUNAVUT,2400561,54779,69.22,-77.23,15.2
BREVOORT_ISLAND,NUNAVUT,2400565,1735,63.34,-64.15,376
BROUGHTON_ISLAND,NUNAVUT,2400570,1736,67.54,-63.79,584.4
QIKIQTARJUAQ_AWOS,NUNAVUT,2400571,47428,67.55,-64.03,5.5
QIKIQTARJUAQ_A,NUNAVUT,2400572,8271,67.55,-64.03,5.5
QIKIQTARJUAQ_CLIMATE,NUNAVUT,2400573,42803,67.55,-64.03,6.4
BROUGHTON_VILLAGE,NUNAVUT,2400574,1737,67.55,-64.03,9.1
QIKIQTARJUAQ_A,NUNAVUT,2400576,51177,67.55,-64.03,4.9
QIKIQTARJUAQ_A,NUNAVUT,2400577,51218,67.55,-64.03,5.5
BYRON_BAY_A,NUNAVUT,2400595,1785,68.75,-109.07,92.1
CAMBRIDGE_BAY_A,NUNAVUT,2400600,1786,69.11,-105.14,31.09
CAMBRIDGE_BAY_A,NUNAVUT,2400601,53512,69.11,-105.14,31.1
CAMBRIDGE_BAY_GSN,NUNAVUT,2400602,32233,69.11,-105.14,18.69
CAMBRIDGE_BAY_A,NUNAVUT,2400603,54139,69.11,-105.14,31.1
KINNGAIT_AIRPORT,NUNAVUT,2400633,50288,64.23,-79.53,48.2
CAPE_DORSET_AWOS,NUNAVUT,2400634,47447,64.23,-76.53,48.2
CAPE_DORSET_A,NUNAVUT,2400635,1738,64.23,-76.53,48.2
KINNGAIT,NUNAVUT,2400636,43163,64.23,-76.53,50
KINNGAIT_AIRPORT,NUNAVUT,2400637,50328,64.23,-76.53,48.2
CAPE_DYER,NUNAVUT,2400650,1739,66.65,-61.38,725.1
CAPE_DYER_A,NUNAVUT,2400654,1740,66.58,-61.62,392.6
CAPE_HERSCHEL,NUNAVUT,2400658,1741,78.62,-74.7,60
CAPE_HOOPER,NUNAVUT,2400660,1742,68.47,-66.8,390.1
CAPE_LIVERPOOL,NUNAVUT,2400675,51618,73.67,-78.29,2
CAPE_PEEL_WEST,NUNAVUT,2400697,10828,69.04,-107.82,165.3
CAPE_MCLAUGHLIN,NUNAVUT,24006FL,10834,68.66,-85.59,383.2
CLYDE_A,NUNAVUT,2400800,1743,70.49,-68.52,26.5
CLYDE_AWOS,NUNAVUT,2400801,47387,70.49,-68.52,26.5
CLYDE_RIVER_CLIMATE,NUNAVUT,2400802,42244,70.48,-68.52,26.5
CLYDE_RIVER_A,NUNAVUT,2400803,51078,70.49,-68.52,26.5
CLYDE_RIVER_A,NUNAVUT,2400804,51077,70.49,-68.52,26.5
COBURG_ISLAND,NUNAVUT,2400815,1744,75.92,-79,3
CAPE_MERCY,NUNAVUT,2400F63,10839,64.96,-63.58,582.6
DEVON_ISLAND,NUNAVUT,2401025,1745,74.67,-84.67,
DEWAR_LAKES,NUNAVUT,2401030,1746,68.65,-71.17,526.7
DUNDAS_HARBOUR,NUNAVUT,2401050,1747,74.53,-82.38,4.6
DURBAN_ISLAND,NUNAVUT,2401060,1748,67.1,-62.15,664.5
EAST_DRAKE,NUNAVUT,2401070,8951,76.42,-107.82,
EDINBURGH_ISLAND,NUNAVUT,2401087,10831,68.49,-110.88,193.8
EKALUGAD_FIORD,NUNAVUT,2401090,1749,68.72,-68.55,723.9
EUREKA_CLIMATE,NUNAVUT,2401199,50737,79.99,-85.93,10
EUREKA_A,NUNAVUT,2401200,1750,79.98,-85.93,10.4
EUREKA_A,NUNAVUT,2401203,53598,79.99,-85.81,82.9
EUREKA_A,NUNAVUT,2401208,53599,79.99,-85.81,82.9
FORT_ROSS,NUNAVUT,2402050,1751,71.92,-94.25,15.2
FORT_ROSS,NUNAVUT,2402051,50658,72.02,-94.2,10
GATESHEAD_ISLAND,NUNAVUT,2402332,49828,70.63,-100.27,20
GRISE_FIORD_A,NUNAVUT,2402338,53513,76.43,-82.91,41.1
GLADMAN_POINT,NUNAVUT,2402339,10904,68.68,-97.81,
GLADMAN_POINT_A,NUNAVUT,2402340,1752,68.67,-97.8,14
GRANT_(AUT),NUNAVUT,2402343,7352,82.5,-65.08,1242.1
GRISE_FIORD,NUNAVUT,2402345,1753,76.42,-82.95,1.5
GRISE_FIORD,NUNAVUT,2402346,1754,76.42,-82.9,42.67
HALL_BEACH_A,NUNAVUT,2402350,1755,68.78,-81.24,9.1
GRISE_FIORD_CLIMATE,NUNAVUT,2402351,46568,76.42,-82.9,44.5
HALL_BEACH_AWOS,NUNAVUT,2402352,47467,68.78,-81.24,9.1
SANIRAJAK,NUNAVUT,2402353,42483,68.78,-81.24,8.2
SANIRAJAK_AIRPORT,NUNAVUT,2402354,50498,68.78,-81.24,9.1
SANIRAJAK_AIRPORT,NUNAVUT,2402356,50499,68.78,-81.24,9.1
GRISE_FIORD_A,NUNAVUT,2402360,53514,76.43,-82.91,41.1
IDA_(AUT),NUNAVUT,2402536,7353,81.58,-69.38,839.1
IGLOOLIK,NUNAVUT,2402540,1756,69.38,-81.8,21.3
IGLOOLIK_A,NUNAVUT,2402541,53334,69.36,-81.82,52.7
IGLOOLIK_A,NUNAVUT,2402543,1757,69.37,-81.82,52.74
IGLOOLIK_A,NUNAVUT,2402546,53333,69.36,-81.82,52.7
IQALUIT_A,NUNAVUT,2402590,1758,63.75,-68.55,33.5
IQALUIT_AWOS,NUNAVUT,2402591,47388,63.75,-68.55,33.5
IQALUIT_CLIMATE,NUNAVUT,2402592,42503,63.75,-68.54,33.5
IQALUIT_UA,NUNAVUT,2402594,10082,63.75,-68.55,21.9
IQALUIT_A,NUNAVUT,2402596,52079,63.76,-68.56,33.5
ISACHSEN,NUNAVUT,2402600,1790,78.78,-103.53,25.3
ISACHSEN_(AUT),NUNAVUT,2402604,10253,78.79,-103.55,58
KEITH_BAY,NUNAVUT,2402665,1759,68.4,-88.22,80.8
KILLINEK,NUNAVUT,2402667,1760,60.42,-64.85,9.4
KIMMIRUT_A,NUNAVUT,2402671,51424,62.85,-69.88,51.5
KIMMIRUT_A,NUNAVUT,2402673,53517,62.85,-69.88,51.5
KIVITOO,NUNAVUT,2402675,1761,67.97,-64.92,442
LAKE_HARBOUR,NUNAVUT,2402681,1762,62.83,-69.92,16.5
LAKE_HAZEN,NUNAVUT,2402682,1763,81.82,-71.3,159.1
LONGSTAFF_BLUFF,NUNAVUT,2402684,1764,68.9,-75.14,160.8
MACKAR_INLET,NUNAVUT,2402686,1765,68.3,-85.67,394.7
MARY_RIVER,NUNAVUT,2402687,1766,71.32,-79.33,243.8
MATHESON_POINT,NUNAVUT,2402688,1767,68.83,-95.32,70.1
MEIGHEN_ISLAND_ICE_CAP,NUNAVUT,2402689,1768,79.97,-99.15,240.8
MT_ARTHUR_(AUT),NUNAVUT,2402710,7354,81.33,-74.77,1335.9
NADLUARDJUK_LAKE,NUNAVUT,2402718,10851,68.62,-73.21,138.8
NANISIVIK_A,NUNAVUT,2402730,1769,72.98,-84.62,641.9
NANISIVIK_AWOS,NUNAVUT,2402731,47468,72.98,-84.62,641.9
NOTTINGHAM_ISLAND,NUNAVUT,2402900,1770,63.12,-77.93,16.5
KILLINEK_(AUT),NUNAVUT,2402F67,8995,60.42,-64.85,31.7
LONGSTAFF_BLUFF_A,NUNAVUT,2402F84,8950,68.93,-75.28,14.3
PADLOPING_ISLAND,NUNAVUT,2403000,1771,67.03,-62.73,39.6
PANGNIRTUNG,NUNAVUT,2403049,10721,66.14,-65.71,22.6
PANGNIRTUNG_1925_CLIMATE,NUNAVUT,2403050,1772,66.13,-65.73,15.2
PANGNIRTUNG_A,NUNAVUT,2403051,51158,66.15,-65.71,24.1
PANGNIRTUNG_AWOS,NUNAVUT,2403052,47487,66.13,-65.7,24.1
PANGNIRTUNG_A,NUNAVUT,2403053,8273,66.15,-65.71,24.1
PANGNIRTUNG_A,NUNAVUT,2403054,51217,66.15,-65.71,24
POLARIS_MINE_LITTLE_CORNWALLIS_ISLAND,NUNAVUT,2403160,6852,75.38,-96.92,60.9
POND_INLET,NUNAVUT,2403200,1773,72.68,-77.98,4
POND_INLET_A,NUNAVUT,2403201,1774,72.69,-77.97,61.6
POND_INLET_AWOS,NUNAVUT,2403202,47488,72.69,-77.97,61.6
POND_INLET_CLIMATE,NUNAVUT,2403204,43223,72.69,-77.96,64.66
POND_INLET_A,NUNAVUT,2403205,51081,72.69,-77.97,61.6
POND_INLET_A,NUNAVUT,2403206,51080,72.69,-77.97,61.6
REA_POINT,NUNAVUT,2403450,1793,75.38,-105.72,15
REPULSE_BAY_A,NUNAVUT,2403490,1775,66.52,-86.22,22.9
NAUJAAT_A,NUNAVUT,2403491,52001,66.52,-86.22,22.9
NAUJAAT_A,NUNAVUT,2403495,52983,66.52,-86.22,22.9
